"img-fluid src","achievers-cont","achievers-cont 2","achievers-cont href"
"https://www.gla.ac.in/Uploads/faculty/1316frt_VineetKumarChaurasiyaAsst.ProfMathGLA123495.JPG","Mr. Vineet Kumar Chaurasiya","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1316/mr-vineet-kumar-chaurasiya"
"https://www.gla.ac.in/Uploads/faculty/1032frt_YogendraKumarLab.AssistantChemistry.jpg","Mr. Yogendra Kumar","Associate Professor","https://www.gla.ac.in/academics/faculty-detail/1032/mr-yogendra-kumar"
"https://www.gla.ac.in/Uploads/faculty/858frt_PradeepJoliyaAsst.ProfAgricultureSmall.jpg","Dr. Pradeep Joliya","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/858/dr-pradeep-joliya"
"https://www.gla.ac.in/Uploads/faculty/1248frt_ShaliniJhas.png","Ms. Shalini Jha","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1248/ms-shalini-jha"
"https://www.gla.ac.in/Uploads/faculty/946frt_VikashKumars.jpg","Dr. Vikash Kumar","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/946/dr-vikash-kumar"
"https://www.gla.ac.in/Uploads/faculty/947frt_AlokRaiS.jpg","Dr. Alok Rai","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/947/dr-alok-rai"
"https://www.gla.ac.in/Uploads/faculty/1305frt_KousikAttaAsst.Prof.AgricultureGLA123498-Copy.JPG","Dr. Kousik Atta","Assistant Professor & Area Chair","https://www.gla.ac.in/academics/faculty-detail/1305/dr-kousik-atta"
"https://www.gla.ac.in/Uploads/faculty/1150frt_Ms.-Silpa-Krishnan-V-S-sm.jpg","Ms. Silpa Krishnan V S","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1150/ms-silpa-krishnan-v-s"
"https://www.gla.ac.in/Uploads/faculty/1153frt_Ms.-Ayushi-Dixit-sm.jpg","Ms. Ayushi Dixit","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1153/ms-ayushi-dixit"
"https://www.gla.ac.in/Uploads/faculty/1510frt_IstutiSaraswat.JPG","Ms. Istuti Saraswat","Scientific Officer","https://www.gla.ac.in/academics/faculty-detail/1510/ms-istuti-saraswat"
"https://www.gla.ac.in/Uploads/faculty/1313frt_DeveshRaoBouddhaEnglishAsstProfGLA123491-Copy.JPG","Mr. Devesh Rao Bouddha","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1313/mr-devesh-rao-bouddha"
"https://www.gla.ac.in/Uploads/faculty/1155frt_Mr.-Subodh-Kant-Soti-sm.jpg","Mr. Subodh Kant Soti","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1155/mr-subodh-kant-soti"
"https://www.gla.ac.in/Uploads/faculty/891frt_YogendraKumarLab.AssistantChemistry.JPG","Dr. Yogendra Kumar Sharma","Post Doctrol Fellow","https://www.gla.ac.in/academics/faculty-detail/891/dr-yogendra-kumar-sharma"
"https://www.gla.ac.in/Uploads/faculty/1458frt_shshantsmall.png","Dr. Sushant Kumar","","https://www.gla.ac.in/academics/faculty-detail/1458/dr-sushant-kumar"
"https://www.gla.ac.in/Uploads/faculty/1358frt_SutharBhoomibhenRajendrakumarAsst.ProfAgricultureGLA123508.JPG","Dr. Suthar Bhoomibhen Rajendrakumar","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1358/dr-suthar-bhoomibhen-rajendrakumar"
"https://www.gla.ac.in/Uploads/faculty/977frt_Dr.AvinashS.jpg","Dr. Avinash Kumar Pandey","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/977/dr-avinash-kumar-pandey"
"https://www.gla.ac.in/Uploads/faculty/892frt_SarveshSinghAsst.Prof.Agri.GLA121403.JPG","Dr. Sarvesh Singh","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/892/dr-sarvesh-singh"
"https://www.gla.ac.in/Uploads/faculty/1094frt_SwetaShukla01s.jpg","Dr. Sweta Shukla","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1094/dr-sweta-shukla"
"https://www.gla.ac.in/Uploads/faculty/1096frt_Dr.MohitKumars.jpg","Dr. Mohit Kumar","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1096/dr-mohit-kumar"
"https://www.gla.ac.in/Uploads/faculty/1303frt_AbdulKayoomVAsst.ProfEnglishGLA123477-Copy.jpeg","Dr. Abdul Kayoom V","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1303/dr-abdul-kayoom-v"
"https://www.gla.ac.in/Uploads/faculty/1412frt_DeeependraYadavAsst.ProfAgricultural.jpg","Dr. Deeependra Yadav","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1412/dr-deeependra-yadav"
"https://www.gla.ac.in/Uploads/faculty/1454frt_shipa1.jpg","Shipa Rani Dey","","https://www.gla.ac.in/academics/faculty-detail/1454/shipa-rani-dey"
"https://www.gla.ac.in/Uploads/faculty/1116frt_ArjunChauhans.jpg","Dr. Arjun Chauhan","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1116/dr-arjun-chauhan"
"https://www.gla.ac.in/Uploads/faculty/1218frt_RanjayShawb.png","Dr. Ranjay Shaw","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1218/dr-ranjay-shaw-"
"https://www.gla.ac.in/Uploads/faculty/1206frt_JyotiGuptaAsstProfBiotech-s.png","Dr. Jyoti Gupta","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1206/dr-jyoti-gupta-"
"https://www.gla.ac.in/Uploads/faculty/1501frt_Small.jpg","Dr. Atul Aman","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1501/dr-atul-aman"
"https://www.gla.ac.in/Uploads/faculty/1507frt_PhotoRayeesAhmadBhat.jpg","Dr. Rayees Ahmad Bhat","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1507/dr-rayees-ahmad-bhat"
"https://www.gla.ac.in/Uploads/faculty/975frt_AradhyaS.jpg","Dr. Aradhya Kumar Shukla","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/975/dr-aradhya-kumar-shukla"
"https://www.gla.ac.in/Uploads/faculty/1342frt_AbhinavAsst.ProfEnglishGLA123286.JPG","Mr. Abhinav","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1342/mr-abhinav"
"https://www.gla.ac.in/Uploads/faculty/1337frt_DilipKumarChaurasiyaAsst.ProfAgriculturalGLA123504.JPG","Dr. Dilip Kumar Chaurasiya","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1337/dr-dilip-kumar-chaurasiya"
"https://www.gla.ac.in/Uploads/faculty/1379frt_AnandKumarAsst.ProfAgriculturalGLA124403.JPG","Dr. Anand Kumar","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1379/dr-anand-kumar"
"https://www.gla.ac.in/Uploads/faculty/1338frt_AmitabhSinghAssociate.ProfessorAgriculturalGLA123503.JPG","Mr. Amitabh Singh","Associate Professor","https://www.gla.ac.in/academics/faculty-detail/1338/mr-amitabh-singh"
"https://www.gla.ac.in/Uploads/faculty/1340frt_VipulBhardwajAsst.ProfPhysicsGLA123457-Copy.JPG","Mr. Vipul Bhardwaj","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1340/mr-vipul-bhardwaj"
"https://www.gla.ac.in/Uploads/faculty/1490frt_SwagataNandyAsstProfMathematicsGLA124438.JPG","Dr. Swagata Nandy","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1490/dr-swagata-nandy"
"https://www.gla.ac.in/Uploads/faculty/1390frt_AbhinavTiwariAsst.ProfEnglishGLA124407.JPG","Dr. Abhinav Tiwari","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1390/dr-abhinav-tiwari"
"https://www.gla.ac.in/Uploads/faculty/1435frt_TanyaGuptaAsst.ProfMathematicsGLA124413.JPG","Ms. Tanya Gupta","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1435/ms-tanya-gupta"
"https://www.gla.ac.in/Uploads/faculty/1414frt_NishaAnandAsst.ProfEnglishGLA123467.jpeg","Ms. Nisha Anand","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1414/ms-nisha-anand"
"https://www.gla.ac.in/Uploads/faculty/1372frt_Smallvip.png","Dr. Biplov Chandra Sarkar","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1372/dr-biplov-chandra-sarkar"
"https://www.gla.ac.in/Uploads/faculty/1392frt_MasumRajAsst.ProfMathematicsGLA124402.JPG","Dr. Masum Raj","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1392/dr-masum-raj"
"https://www.gla.ac.in/Uploads/faculty/1328frt_HempalSinghAsst.ProfPhysicsGLA123483.JPG","Mr. Hempal Singh","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1328/mr-hempal-singh"
"https://www.gla.ac.in/Uploads/faculty/1384frt_AnkitaDubeyAsst.ProfMathematicsGLA124405-Copy.JPG","Ms. Ankita Dubey","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1384/ms-ankita-dubey"
"https://www.gla.ac.in/Uploads/faculty/1460frt_BhaminiAsst.ProfChemistryGLA124427(1).JPG","Ms. Bhamini","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1460/ms-bhamini"
"https://www.gla.ac.in/Uploads/faculty/1378frt_MirzaAdamAsst.ProfEnglishGLA123469.jpeg","Dr. Mirza Adam","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1378/dr-mirza-adam"
"https://www.gla.ac.in/Uploads/faculty/1463frt_HarshalKumarAsst.ProfResearchBiotechGLA124425.JPG","Mr. Harshal Kumar","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1463/mr-harshal-kumar"
"https://www.gla.ac.in/Uploads/faculty/1477frt_MaheshKMAsst.ProfEnglishGLA124431.JPG","Mr. Mahesh K M","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1477/mr-mahesh-k-m"
"https://www.gla.ac.in/Uploads/faculty/1381frt_SagarAsst.ProfAgriculturalGLA124406-Copy.JPG","Dr. Sagar","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1381/dr-sagar"
"https://www.gla.ac.in/Uploads/faculty/1417frt_AkanchhaSinghAsst.Prof.AgricultureGLA124409-Copy.JPG","Dr. Akanchha Singh","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1417/dr-akanchha-singh"
"https://www.gla.ac.in/Uploads/faculty/1473frt_RamKuleshThakurAsst.ProfEnglishGLA124430.JPG","Mr. Ram Kulesh Thakur","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1473/mr-ram-kulesh-thakur"
"https://www.gla.ac.in/Uploads/faculty/1474frt_BharaPaulAsst.ProfEnglishGLA124432.JPG","Ms. Bhara Paul","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1474/ms-bhara-paul"
"https://www.gla.ac.in/Uploads/faculty/1482frt_TanujKumarRawatAsst.ProfMathematicsNoidaGLA124436.JPG","Mr. Tanuj Kumar Rawat","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1482/mr-tanuj-kumar-rawat"
"https://www.gla.ac.in/Uploads/faculty/1468frt_UmashankarSamalAsst.ProfMathematicsGLA124422.jpg","Mr. Umashankar Samal","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1468/mr-umashankar-samal"
"https://www.gla.ac.in/Uploads/faculty/1456frt_Small.jpg","Mr. Vinod Kumar","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1456/mr-vinod-kumar"
"https://www.gla.ac.in/Uploads/faculty/1469frt_VaishaliVarshneyAsst.ProfMathematicsGLA124429(1).JPG","Ms. Vaishali Varshney","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1469/ms-vaishali-varshney"
"https://www.gla.ac.in/Uploads/faculty/1241frt_Kailash-Sati-sm.jpg","Dr. Kailash Sati","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1241/dr-kailash-sati"
"https://www.gla.ac.in/Uploads/faculty/1239frt_Shyam-Kishor-Patel-sm.jpg","Dr. Shyam Kishor Patel","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1239/dr-shyam-kishor-patel"
"https://www.gla.ac.in/Uploads/faculty/1478frt_RuchiSinghRajawatAsst.ProfMathematicsGLA124434.JPG","Dr. Ruchi Singh Rajawat","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1478/dr-ruchi-singh-rajawat"
"https://www.gla.ac.in/Uploads/faculty/1386frt_ShivamDuebyAsst.Prof.ChemistryGLA124159.JPG","Mr. Shivam Dueby","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1386/mr-shivam-dueby"
"https://www.gla.ac.in/Uploads/faculty/983frt_Dr.MayaS.jpg","Dr. Maya Datt Joshi","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/983/dr-maya-datt-joshi"
"https://www.gla.ac.in/Uploads/faculty/1283frt_SukhendraSinghPhotos.png","Dr. Sukhendra Singh","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1283/dr-sukhendra-singh"
"https://www.gla.ac.in/Uploads/faculty/1447frt_NishantKumarAsst.ProfMathematicsGLA124418.JPG","Mr. Nishant Kumar","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1447/mr-nishant-kumar"
"https://www.gla.ac.in/Uploads/faculty/1466frt_SuhasShivajiTikoleAsst.ProfBiotechnologyGLA124421.JPG","Mr. Suhas Shivaji Tikole","Assistant Professor","https://www.gla.ac.in/academics/faculty-detail/1466/mr-suhas-shivaji-tikole"
